,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
11722,AYIM,small_airport,Kungim Airport,349.0,OC,PG,PG-WPD,Kungim,AYIM,KGM,KNM,"-5.671, 141.03"
11724,AYIO,small_airport,Imonda Airport,990.0,OC,PG,PG-SAN,Imonda,AYIO,IMD,IMO,"-3.328, 141.1573"
11729,AYIU,small_airport,Ialibu Airport,6736.0,OC,PG,PG-SHM,Ialibu,AYIU,IAL,IBU,"-6.2782, 143.9944"
11730,AYIX,small_airport,Witu Airport,25.0,OC,PG,PG-WBK,Garove Island,AYIX,WIU,WITU,"-4.689522, 149.440112"
11732,AYJO,small_airport,Yongai Airport,6500.0,OC,PG,PG-CPM,Yongai,AYJO,KGH,YON,"-8.5289, 147.4603"
11733,AYKA,small_airport,Losuia Airport,27.0,OC,PG,PG-MBA,Losuia,AYKA,LSA,,"-8.505820274353027, 151.08099365234375"
11734,AYKG,small_airport,Kopiago Airport,4445.0,OC,PG,PG-HE,Kopiago,AYKG,KPA,KGO,"-5.3883, 142.4977"
11735,AYKI,small_airport,Kiunga Airport,88.0,OC,PG,PG-WPD,Kiunga,AYKI,UNG,,"-6.1257100105285645, 141.28199768066406"
11736,AYKJ,small_airport,Kanainj Airport,4064.0,OC,PG,PG-MPM,Kanainj,AYKJ,KNE,KNJ,"-5.2903, 144.7072"
11737,AYKK,small_airport,Kikori Airport,50.0,OC,PG,PG-GPK,Kikori,AYKK,KRI,,"-7.424379825592041, 144.2500762939453"
11739,AYKM,medium_airport,Kerema Airport,10.0,OC,PG,PG-GPK,Kerema,AYKM,KMA,,"-7.96361017227, 145.770996094"
11741,AYKR,small_airport,Kar Kar Airport,130.0,OC,PG,PG-MPM,Kar Kar Island,AYKR,KRX,KKR,"-4.557, 145.9404"
11742,AYKT,small_airport,Aropa Airport,20.0,OC,PG,PG-NSB,Kieta,AYIQ,KIE,KIA,"-6.305417, 155.728139"
11743,AYKU,small_airport,Kuri Airport,35.0,OC,PG,PG-GPK,Kuri,AYKU,KUQ,KURI,"-7.135083, 143.276111"
11744,AYKV,medium_airport,Kavieng Airport,7.0,OC,PG,PG-NIK,Kavieng,AYKV,KVG,,"-2.57940006256, 150.807998657"
11745,AYKY,small_airport,Londolovit Airport,167.0,OC,PG,PG-NIK,Londolovit,AYKY,LNV,,"-3.04361009598, 152.628997803"
11748,AYLB,small_airport,Lab Lab Airport,160.0,OC,PG,PG-MPL,Lab Lab Mission,AYLB,LAB,LAB,"-5.7204, 148.0566"
11752,AYLO,small_airport,Lowai Airport,2900.0,OC,PG,PG-MPL,Lowai,AYLO,LWI,LOW,"-6.3344, 146.6458"
11753,AYLP,small_airport,Leron Plains Airport,680.0,OC,PG,PG-MPL,Leron Plains,AYLP,LPN,LPS,"-6.3917, 146.3434"
11755,AYLS,small_airport,Lese Airport,40.0,OC,PG,PG-GPK,Lese,AYLS,LNG,LESE,"-8.2799, 146.2765"
11756,AYLX,small_airport,Long Island Airport,116.0,OC,PG,PG-MPM,Long Island,AYLX,LSJ,LIS,"-5.3604, 147.0177"
11758,AYM,seaplane_base,Yas Island Seaplane Base,0.0,AS,AE,AE-AZ,Abu Dhabi,,AYM,,"24.467, 54.6103"
11759,AYMA,small_airport,Manari Airport,2630.0,OC,PG,PG-NPP,Manari,AYMA,MRM,MRI,"-9.1908, 147.6219"
11760,AYMB,small_airport,Morobe Airport,8.0,OC,PG,PG-MPL,Morobe,AYMB,OBM,MBE,"-7.74, 147.59"
11761,AYMD,medium_airport,Madang Airport,20.0,OC,PG,PG-MPM,Madang,AYMD,MAG,,"-5.20707988739, 145.789001465"
11762,AYMH,medium_airport,Mount Hagen Kagamuga Airport,5388.0,OC,PG,PG-WHM,Mount Hagen,AYMH,HGU,,"-5.826789855957031, 144.29600524902344"
11764,AYML,small_airport,Mougulu Airport,825.0,OC,PG,PG-WPD,Mougulu,AYML,GUV,MGU,"-6.280859, 142.420775"
11765,AYMN,medium_airport,Mendi Airport,5680.0,OC,PG,PG-SHM,Mendi,AYMN,MDU,,"-6.14774, 143.656998"
11766,AYMO,medium_airport,Momote Airport,12.0,OC,PG,PG-MRL,Manus Island,AYMO,MAS,,"-2.06189, 147.423996"
11767,AYMR,small_airport,Moro Airport,2740.0,OC,PG,PG-SHM,Moro,AYMR,MXH,,"-6.36332988739, 143.238006592"
11768,AYMS,small_airport,Misima Island Airport,26.0,OC,PG,PG-MBA,Misima Island,AYMS,MIS,,"-10.689200401299999, 152.837997437"
11769,AYMW,small_airport,Marawaka Airport,6050.0,OC,PG,PG-EHG,Marawaka,AYMW,MWG,MWK,"-6.9736, 145.8849"
11771,AYNA,small_airport,Nankina Airport,5800.0,OC,PG,PG-MPM,Gwarawon,AYNA,NKN,NKN,"-5.837, 146.4533"
11772,AYNE,small_airport,Negarbo(Negabo) Airport,4500.0,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO,"-6.567778, 144.703058"
11773,AYNG,small_airport,Manguna Airport,187.0,OC,PG,PG-EBR,Manguna,AYNG,MFO,MGA,"-5.577778, 151.792333"
11774,AYNM,small_airport,Kasonombe Airport,5800.0,OC,PG,PG-MPL,Kasonombe,AYNM,KSB,KNB,"-6.3819, 146.9859"
11775,AYNO,small_airport,Nomane Airport,6032.0,OC,PG,PG-CPK,Namane,AYNO,NMN,NOM,"-6.32183, 145.070667"
11777,AYNY,small_airport,Nambaiyufa Airport,5550.0,OC,PG,PG-CPK,Nambaiyufa,AYNY,NBA,NBF,"-6.2412, 145.2424"
11778,AYNZ,medium_airport,Nadzab Airport,239.0,OC,PG,PG-MPL,Lae,AYNZ,LAE,,"-6.569803, 146.725977"
11781,AYOE,small_airport,Konge Airport,5900.0,OC,PG,PG-MPL,Konge,AYOE,KGB,KGE,"-6.2239, 147.2152"
11783,AYOJ,small_airport,Oksapmin Airport,5140.0,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,OKN,"-5.2261, 142.2259"
11784,AYOK,small_airport,Komako Airport,3960.0,OC,PG,PG-GPK,Komako,AYOK,HOC,KMA,"-7.3984, 145.8827"
11785,AYOQ,small_airport,Komaio Airport,28.0,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,KOI,"-7.2714, 143.5952"
11788,AYOW,small_airport,Koroba Airport,5638.0,OC,PG,PG-HE,Koroba,AYOW,KDE,,"-5.6952, 142.7441"
11790,AYOY,small_airport,Open Bay Airport,33.0,OC,PG,PG-WBK,Maitanakunai,AYOY,OPB,OBY,"-4.794727, 151.696195"
11793,AYPC,small_airport,Pangoa Airport,60.0,OC,PG,PG-WPD,Pangoa,AYPC,PGB,PGA,"-7.0226, 141.5605"
11794,AYPG,small_airport,Pangia Airport,5340.0,OC,PG,PG-SHM,Pangia,AYPG,PGN,PNA,"-6.386, 144.1084"
11796,AYPO,small_airport,Mapoda Airport,45.0,OC,PG,PG-WPD,Mapoda,AYPO,MPF,MPO,"-7.979, 143.1694"
11797,AYPQ,small_airport,Pumani Airport,427.0,OC,PG,PG-MBA,Pumani,AYPQ,PMN,PMN,"-9.7469, 149.4766"
11800,AYPY,large_airport,Port Moresby Jacksons International Airport,146.0,OC,PG,PG-NCD,Port Moresby,AYPY,POM,,"-9.443380355834961, 147.22000122070312"
11803,AYQO,small_airport,Sopu Airport,6580.0,OC,PG,PG-CPM,Sopu,AYQO,SPH,SOPU,"-8.3038, 147.1659"
11804,AYQS,small_airport,Sialum Airport,170.0,OC,PG,PG-MPL,Sialum,AYQS,SXA,SLU,"-6.0908, 147.5955"
11809,AYRG,small_airport,Rumginae Airport,160.0,OC,PG,PG-WPD,,AYRG,RMN,RMG,"-5.89722222222, 141.271666667"
11810,AYRI,small_airport,Karimui Airport,3640.0,OC,PG,PG-CPK,Karimui,AYRI,KMR,KRI,"-6.4921, 144.823"
11812,AYRM,small_airport,Maramuni Airport,5160.0,OC,PG,PG-EPW,Maramuni,AYRM,MWI,MAR,"-5.13, 143.4829"
11816,AYRV,small_airport,May River Airstrip,107.0,OC,PG,PG-ESW,May River,AYRV,MRH,MRV,"-4.3615, 141.785"
11818,AYSA,small_airport,Suabi Airport,465.0,OC,PG,PG-WPD,,AYSA,SBE,SUA,"-6.10444444444, 142.278333333"
11820,AYSE,small_airport,Simberi Airport,10.0,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,SBI,"-2.66222222222, 151.997777778"
11821,AYSG,small_airport,Sila Airport,2230.0,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,SILA,"-9.07355555556, 148.38925"
11822,AYSH,small_airport,Sabah Airport,10.0,OC,PG,PG-NSB,Sabah,AYSH,SBV,SAB,"-5.5765, 155.0489"
11824,AYSJ,small_airport,Simbai Airport,5804.0,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI,"-5.278611111110001, 144.544722222"
11826,AYSO,small_airport,Selbang Airport,5130.0,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL,"-5.315, 141.752"
11827,AYSQ,small_airport,Sepik Plains Airport,230.0,OC,PG,PG-ESW,Sepik Plains,AYSQ,SPV,SPP,"-3.8821, 143.6734"
11830,AYSV,small_airport,Sauren Airport,46.0,OC,PG,PG-WBK,Sauren,AYSV,SXW,SAU,"-5.9701, 148.8543"
11831,AYSX,small_airport,Masa Airport,5900.0,OC,PG,PG-MPL,Masa,AYSX,MBV,MASA,"-6.345, 147.591"
11834,AYTA,small_airport,Tari Airport,5500.0,OC,PG,PG-HE,Tari,AYTA,TIZ,,"-5.84499979019, 142.947998047"
11835,AYTB,small_airport,Tabubil Airport,1570.0,OC,PG,PG-WPD,Tabubil,AYTB,TBG,,"-5.27861, 141.225998"
11838,AYTI,small_airport,Tapini Airport,3100.0,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP,"-8.35666666667, 146.989166667"
11839,AYTK,medium_airport,Tokua Airport,32.0,OC,PG,PG-EBR,Tokua,AYTK,RAB,,"-4.34045982361, 152.380004883"
11842,AYTN,small_airport,Tekin Airport,5785.0,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK,"-5.24366666667, 142.165194444"
11843,AYTP,small_airport,Tep Tep Airport,7011.0,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP,"-5.9553, 146.5595"
11845,AYTS,small_airport,Tsewi Airport,4185.0,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE,"-7.0695, 146.1272"
11846,AYTT,small_airport,Tarakbits Airport,281.0,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT,"-5.614, 141.0421"
11847,AYTW,small_airport,Tawa Airport,5020.0,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA,"-7.4463, 146.1067"
11848,AYTZ,small_airport,Tekadu Airport,1310.0,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD,"-7.6808, 146.5503"
11849,AYU,small_airport,Aiyura Airport,5355.0,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU,"-6.33805555556, 145.904166667"
11851,AYUC,small_airport,Umba Airport,5950.0,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA,"-7.0214, 145.966"
11853,AYUE,small_airport,Uroubi Airport,481.0,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO,"-9.5162, 148.5591"
11859,AYUR,small_airport,Upiara Airport,52.0,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA,"-8.5411, 142.6503"
11864,AYUZ,small_airport,Uvol Airport,15.0,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL,"-6.0178, 150.9557"
11867,AYVL,small_airport,Talasea Airport,44.0,OC,PG,PG-WBK,Talasea,AYVL,TLW,TLS,"-5.2726, 150.0089"
11868,AYVM,small_airport,Torembi Airport,90.0,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI,"-4.0165, 143.1329"
11869,AYVN,medium_airport,Vanimo Airport,10.0,OC,PG,PG-SAN,Vanimo,AYVN,VAI,,"-2.6926, 141.3028"
11870,AYVO,small_airport,Tonu Airport,300.0,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU,"-6.6552, 155.4326"
11872,AYWB,small_airport,Wabo Airport,132.0,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO,"-6.98944444444, 145.075111111"
11873,AYWD,medium_airport,Wapenamanda Airport,5889.0,OC,PG,PG-EPW,,AYWD,WBM,,"-5.6433000564575195, 143.89500427246094"
11874,AYWF,small_airport,Wawoi Falls Airport,370.0,OC,PG,PG-WPD,Wavoi Falls,AYWF,WAJ,WWF,"-6.9523, 142.6557"
11875,AYWK,medium_airport,Wewak International Airport,19.0,OC,PG,PG-ESW,Wewak,AYWK,WWK,,"-3.58383011818, 143.669006348"
11877,AYWO,small_airport,Wonenara Airport,5028.0,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA,"-6.796861111110001, 145.891944444"
11878,AYWQ,small_airport,Wakunai Airport,20.0,OC,PG,PG-EBR,Wakunai,AYWQ,WKN,WAI,"-5.8603, 155.2223"
11879,AYWS,small_airport,Wasu Airport,34.0,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU,"-5.96170944919, 147.19822526"
11880,AYWT,small_airport,Woitape Airport,5200.0,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP,"-8.54583333333, 147.2525"
11881,AYWU,small_airport,Wau Airport,3600.0,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU,"-7.345555555560001, 146.718611111"
11884,AYXE,small_airport,Yeva Airport,4510.0,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA,"-7.548, 146.188"
11886,AYXI,small_airport,Sim Airport,5460.0,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM,"-7.75, 146.9273"
11888,AYXW,small_airport,Weam Airport,50.0,OC,PG,PG-WPD,Weam,AYXW,WEP,WEAM,"-8.6184, 141.1381"
11890,AYY,seaplane_base,Arugam Bay SPB,,AS,LK,LK-5,Pottuvil,,AYY,,"6.86, 81.82388888890002"
11892,AYYE,small_airport,Yalumet Airport,2600.0,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT,"-6.09, 147.0117"
11898,AYYR,small_airport,Yasuru Airport,1520.0,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS,"-6.6015, 146.1813"
11903,AYZ,closed,Zahn's Airport,,,US,US-NY,Amityville,,AYZ,,"40.71, -73.4"
11905,AYZM,small_airport,Wasum Airport,175.0,OC,PG,PG-WBK,Wasum,AYZM,WUM,WSM,"-6.0491, 149.337"
11911,AZ-0001,medium_airport,Zabrat Airport,36.0,AS,AZ,AZ-BA,Baku,UBTT,ZXT,,"40.4955422161, 49.9768066406"
11947,AZ15,heliport,Lava Falls Heliport,1720.0,,US,US-AZ,Supai Village,AZ15,HAE,AZ15,"36.191600799599996, -113.092002869"
12032,AZB,small_airport,Amazon Bay Airport,12.0,OC,PG,PG-CPM,,,AZB,AZB,"-10.2991666667, 149.338333333"
12044,BAJ,small_airport,Bali Airport,90.0,OC,PG,PG-WBK,Unea Island,,BAJ,BALI,"-4.8833333333299995, 149.133333333"
12045,BAP,closed,Baibara Airport,15.0,OC,PG,PG-CPM,Nabai,,BAP,,"-10.3432, 149.6414"
12046,BBG,small_airport,Branson Airport,1302.0,,US,US-MO,Branson,KBBG,BKG,BBG,"36.532082, -93.200544"
12047,BCJ,closed,Baca Grande Airfield,7620.0,,US,US-CO,Crestone,,BCJ,,"37.964777777799995, -105.776666667"
12048,BCP,small_airport,Bambu Airport,6790.0,OC,PG,PG-MPM,Bambu,AYBC,BCP,BAM,"-5.863611111110001, 146.4925"
12049,BCW,medium_airport,Benguera Island Airport,,AF,MZ,MZ-I,Benguera Island,,BCW,,"-21.853300094604492, 35.43830108642578"
12050,BCZ,small_airport,Milyakburra Airport,85.0,OC,AU,AU-NT,Bickerton Island,,BCZ,YBIC,"-13.780833333299999, 136.201666667"
12051,BDH,small_airport,Willmar Municipal -John L Rice Field,1126.0,,US,US-MN,Willmar,KBDH,ILL,BDH,"45.11769867, -95.13040161"
12052,BDZ,small_airport,Baindoung Airport,4400.0,OC,PG,PG-MPL,,AYBG,BDZ,BDO,"-6.34722222222, 146.942222222"
12064,BEA,closed,Bereina Airport,58.0,OC,PG,PG-CPM,Bereina Mission,,BEA,,"-8.64, 146.5083"
12065,BER,closed,Berlin Brandenburg Airport (U.C.),157.0,EU,DE,DE-BR,Berlin,EDDB,BER,,"52.351388888900004, 13.493888888899999"
12139,BG-HKV,small_airport,Malevo Airport,600.0,EU,BG,BG-26,Haskovo,,HKV,,"41.871799469, 25.6047992706"
12140,BG-JAM,medium_airport,Bezmer Air Base,509.0,EU,BG,BG-28,Yambol,LBIA,JAM,,"42.4548988342, 26.3521995544"
12141,BGAA,medium_airport,Aasiaat Airport,74.0,,GL,GL-U-A,Aasiaat,BGAA,JEG,,"68.7218017578, -52.7846984863"
12144,BGAP,heliport,Alluitsup Paa Heliport,54.0,,GL,GL-U-A,Alluitsup Paa,BGAP,LLU,,"60.46445, -45.56917"
12148,BGAT,heliport,Attu Heliport,32.0,,GL,GL-U-A,Attu,BGAT,QGQ,,"67.9406628551, -53.6218696833"
12149,BGBW,medium_airport,Narsarsuaq Airport,112.0,,GL,GL-U-A,Narsarsuaq,BGBW,UAK,,"61.1604995728, -45.4259986877"
12150,BGCH,heliport,Qasigiannguit Heliport,70.0,,GL,GL-U-A,Qasigiannguit,BGCH,JCH,,"68.822815547, -51.1734473705"
12151,BGCO,small_airport,Neerlerit Inaat Airport,45.0,,GL,GL-U-A,Neerlerit Inaat,BGCO,CNP,,"70.7431030273, -22.6504993439"
12154,BGDU,closed,Dundas Airport,200.0,,GL,GL-U-A,Pituffik,BGDU,DUN,,"76.525, -68.8"
12155,BGET,heliport,Eqalugaarsuit Heliport,9.0,,GL,GL-U-A,Eqalugaarsuit,BGET,QFG,,"60.6197196536, -45.9140619636"
12159,BGGH,medium_airport,Godthaab / Nuuk Airport,283.0,,GL,GL-U-A,Nuuk,BGGH,GOH,,"64.19090271, -51.6781005859"
12160,BGGN,heliport,Qeqertarsuaq Heliport,9.0,,GL,GL-U-A,Qeqertarsuaq Airport,BGGN,JGO,,"69.251181993, -53.5148763657"
12162,BGIG,heliport,Iginniarfik,50.0,,GL,GL-U-A,Iginniarfik,BGIG,QFI,,"68.1472255861, -53.1735277176"
12163,BGIK,heliport,Ikerassaarsuk Heliport,165.0,,GL,GL-U-A,Ikerassaarsuk,BGIK,QRY,,"68.14088100629999, -53.4414589405"
12164,BGIL,heliport,Ilimanaq Heliport,52.0,,GL,GL-U-A,Ilimanaq,BGIL,XIQ,,"69.0809150007, -51.1143153906"
12167,BGIT,heliport,Ikamiut Heliport,49.0,,GL,GL-U-A,Ikamiut,BGIT,QJI,,"68.6342530984, -51.8322622776"
12168,BGJH,heliport,Qaqortoq Heliport,53.0,,GL,GL-U-A,Qaqortoq,BGJH,JJU,,"60.715684155299996, -46.0299186409"
12169,BGJN,small_airport,Ilulissat Airport,95.0,,GL,GL-U-A,Ilulissat,BGJN,JAV,,"69.2432022095, -51.0570983887"
12170,BGKA,heliport,Kangaatsiaq Heliport,17.0,,GL,GL-U-A,Kangaatsiaq,BGKA,QPW,,"68.3126574861, -53.4602075815"
12171,BGKK,small_airport,Kulusuk Airport,117.0,,GL,GL-U-A,Kulusuk,BGKK,KUS,,"65.573600769, -37.1236000061"
12176,BGKT,heliport,Kitsissuarsuit Heliport,18.0,,GL,GL-U-A,Kitsissuarsuit,BGKT,QJE,,"68.85792599759999, -53.123295307199996"
12180,BGMQ,small_airport,Maniitsoq Airport,91.0,,GL,GL-U-A,Maniitsoq,BGMQ,JSU,,"65.4124984741, -52.9393997192"
12184,BGNN,heliport,Nanortalik Heliport,17.0,,GL,GL-U-A,Nanortalik,BGNN,JNN,,"60.141883975899994, -45.232976675"
12187,BGNS,heliport,Narsaq Heliport,83.0,,GL,GL-U-A,Narsaq,BGNS,JNS,,"60.9172827256, -46.059923172"
12190,BGP,small_airport,Bongo Airport,120.0,AF,GA,GA-8,Bongo,,BGP,,"-2.1713, 10.2088"
12192,BGPT,small_airport,Paamiut Airport,120.0,,GL,GL-U-A,Paamiut,BGPT,JFR,,"62.0147361755, -49.6709365845"
12193,BGQE,heliport,Qeqertaq Heliport,69.0,,GL,GL-U-A,Qeqertaq,BGQE,QQT,,"69.9958611087, -51.3009166718"
12194,BGQQ,small_airport,Qaanaaq Airport,51.0,,GL,GL-U-A,Qaanaaq,BGQQ,NAQ,,"77.4886016846, -69.3887023926"
12196,BGSC,heliport,Ittoqqortoormiit Heliport,238.0,,GL,GL-U-A,Ittoqqortoormiit,BGSC,OBY,,"70.4882288244, -21.971679925900002"
12197,BGSF,medium_airport,Kangerlussuaq Airport,165.0,,GL,GL-U-A,Kangerlussuaq,BGSF,SFJ,,"67.0122218992, -50.7116031647"
12200,BGSO,heliport,Saarloq Heliport,,,GL,GL-U-A,,BGSO,QOQ,,"60.537778, -46.024722"
12202,BGSS,small_airport,Sisimiut Airport,33.0,,GL,GL-U-A,Sisimiut,BGSS,JHS,,"66.9513015747, -53.7293014526"
12206,BGTL,medium_airport,Thule Air Base,251.0,,GL,GL-U-A,Thule,BGTL,THU,,"76.5311965942, -68.7032012939"
12209,BGUK,small_airport,Upernavik Airport,414.0,,GL,GL-U-A,Upernavik,BGUK,JUV,,"72.7901992798, -56.1305999756"
12210,BGUM,heliport,Uummannaq Heliport,50.0,,GL,GL-U-A,Uummannaq,BGUM,UMD,,"70.6804279261, -52.111630439799995"
12211,BGUQ,small_airport,Qaarsut Airport,289.0,,GL,GL-U-A,Uummannaq,BGUQ,JQA,,"70.7341995239, -52.6962013245"
12214,BHL,small_airport,Bahía de los Ángeles Airport,34.0,,MX,MX-BCN,Bahía de los Ángeles,,BHL,BAX,"28.9786, -113.560997"
12215,BHT,small_airport,Brighton Downs Airport,390.0,OC,AU,AU-QLD,,,BHT,,"-23.3638888889, 141.562777778"
12220,BIAR,medium_airport,Akureyri Airport,6.0,EU,IS,IS-6,Akureyri,BIAR,AEY,,"65.66000366210938, -18.07270050048828"
12222,BIBD,small_airport,Bildudalur Airport,18.0,EU,IS,IS-4,Bildudalur,BIBD,BIU,,"65.64129638671875, -23.546199798583984"
12223,BIBF,small_airport,Borgarfjörður eystri Airport,80.0,EU,IS,IS-7,Borgarfjörður eystri,BIBF,BGJ,,"65.51640319824219, -13.805000305175781"
12225,BIBK,small_airport,Bakkafjörður Airport,14.0,EU,IS,IS-6,Bakkafjörður,BIBK,BJD,,"66.02189636230469, -14.824399948120117"
12226,BIBL,small_airport,Hjaltabakki Airport,131.0,EU,IS,IS-5,Blönduós,BIBL,BLO,,"65.6449966430664, -20.287500381469727"
12227,BIBR,small_airport,Búðardalur Airport,131.0,EU,IS,IS-3,Búðardalur,BIBR,BQD,,"65.07530212402344, -21.80030059814453"
12228,BIBV,small_airport,Breiðdalsvík Airport,8.0,EU,IS,IS-7,Breiðdalsvík,BIBV,BXV,,"64.79000091552734, -14.02280044555664"
12230,BIDV,small_airport,Djúpivogur Airport,9.0,EU,IS,IS-7,Djúpivogur,BIDV,DJU,,"64.64420318603516, -14.28279972076416"
12231,BIEG,medium_airport,Egilsstaðir Airport,76.0,EU,IS,IS-7,Egilsstaðir,BIEG,EGS,,"65.2833023071289, -14.401399612426758"
12233,BIFF,small_airport,Fáskrúðsfjörður Airport,15.0,EU,IS,IS-7,Fáskrúðsfjörður,BIFF,FAS,,"64.9317016602, -14.0606002808"
12235,BIFM,small_airport,Fagurhólsmýri Airport,56.0,EU,IS,IS-7,Fagurhólsmýri,BIFM,FAG,,"63.874698638916016, -16.64109992980957"
12238,BIGF,small_airport,Grundarfjörður Airport,17.0,EU,IS,IS-3,Grundarfjörður,BIGF,GUU,,"64.99140167236328, -23.224700927734375"
12240,BIGJ,small_airport,Gjögur Airport,83.0,EU,IS,IS-4,Gjögur,BIGJ,GJR,,"65.99530029296875, -21.326900482177734"
12241,BIGR,small_airport,Grímsey Airport,66.0,EU,IS,IS-6,Grímsey,BIGR,GRY,,"66.5458, -18.0173"
12245,BIHK,small_airport,Hólmavík Airport,90.0,EU,IS,IS-4,Hólmavík,BIHK,HVK,,"65.70469665527344, -21.696399688720703"
12247,BIHN,medium_airport,Hornafjörður Airport,24.0,EU,IS,IS-8,Höfn,BIHN,HFN,,"64.295601, -15.2272"
12250,BIHT,small_airport,Holt Airport,10.0,EU,IS,IS-4,Flateyri,BIHT,FLI,,"66.0141804294, -23.4416913986"
12251,BIHU,medium_airport,Húsavík Airport,48.0,EU,IS,IS-6,Húsavík,BIHU,HZK,,"65.952301, -17.426001"
